City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
72,mariental,-24.6333,17.9667,297.23,22,73,4.25,NA,1701925957
73,petropavlovsk-kamchatsky,53.0452,158.6483,267.48,72,20,2.24,RU,1701925957
74,anadyr,64.75,177.4833,253.43,77,75,13.0,RU,1701925957
75,ocean pines,38.3954,-75.1557,275.38,79,0,1.54,US,1701925957
76,tiksi,71.6872,128.8694,243.77,98,98,3.6,RU,1701925958
77,crane,31.3974,-102.3501,286.28,67,100,7.9,US,1701925958
78,luebo,-5.35,21.4167,294.37,99,100,0.54,CD,1701925958
79,atafu village,-8.5421,-172.5159,302.64,72,48,3.38,TK,1701925959
80,antonio enes,-16.2325,39.9086,300.6,67,3,3.95,MZ,1701925959
81,coronel suarez,-37.4547,-61.9334,286.49,91,73,3.41,AR,1701925959
82,yaren,-0.5472,166.916,300.48,85,100,7.59,NR,1701925959
83,ingeniero jacobacci,-41.3427,-69.5448,289.97,43,46,4.28,AR,1701925960
84,afaahiti,-17.75,-149.2833,297.07,90,100,8.59,PF,1701925960
85,mount pleasant,32.7941,-79.8626,280.93,76,0,1.34,US,1701925743
86,georgetown,5.4112,100.3354,305.9,62,20,2.06,MY,1701925705
87,francisco sa,-16.4758,-43.4883,294.71,58,1,4.12,BR,1701925961
88,wailua homesteads,22.0669,-159.378,299.39,87,20,5.14,US,1701925933
89,fortaleza,-3.7227,-38.5247,302.08,69,40,4.63,BR,1701925720
90,tromso,69.6496,18.957,269.16,63,20,9.77,NO,1701925961
91,niafunke,15.9322,-3.9906,295.09,17,0,4.48,ML,1701925961
92,ore,6.7457,4.8775,296.6,98,99,0.3,NG,1701925962
93,kodiak,57.79,-152.4072,275.88,52,0,7.2,US,1701925876
94,saldanha,-33.0117,17.9442,290.98,84,0,4.23,ZA,1701925962
95,yellowknife,62.456,-114.3525,265.44,93,100,2.06,CA,1701925962
96,queenstown,-31.8976,26.8753,289.03,84,92,1.27,ZA,1701925963
97,fukuecho,32.6881,128.8419,286.18,50,5,5.57,JP,1701925755
98,margaret river,-33.95,115.0667,293.43,54,100,7.49,AU,1701925963
99,sidhi,24.4167,81.8833,290.97,90,100,4.12,IN,1701925963
100,reque,-6.8656,-79.8178,293.18,88,0,7.2,PE,1701925964
101,deqen,29.9618,90.7188,276.72,33,97,0.74,CN,1701925964
102,codrington,-38.2667,141.9667,292.95,44,58,6.22,AU,1701925964
103,katsuura,35.1333,140.3,290.37,55,0,15.68,JP,1701925964
104,jalai nur,49.45,117.7,255.56,86,92,2.66,CN,1701925964
105,mogadishu,2.0371,45.3438,299.53,71,42,6.92,SO,1701925965
106,kinkala,-4.3614,14.7644,293.5,97,69,0.69,CG,1701925965
107,nizhneangarsk,55.7833,109.55,252.6,79,99,4.47,RU,1701925965
108,verkhovazh'ye,60.7472,42.0465,258.23,97,95,1.4,RU,1701925965
109,ribeira grande,38.5167,-28.7,288.58,83,66,0.45,PT,1701925966
110,karratha,-20.7377,116.8463,312.71,25,7,4.66,AU,1701925966
111,kenai,60.5544,-151.2583,264.9,92,0,2.06,US,1701925966
112,hadibu,12.65,54.0333,298.51,68,91,6.66,YE,1701925967
113,tisul',55.7611,88.3122,252.46,93,100,4.12,RU,1701925967
114,khandyga,62.6667,135.6,233.41,94,98,1.04,RU,1701925967
115,talnakh,69.4865,88.3972,248.78,99,100,3.12,RU,1701925848
116,lompoc,34.6391,-120.4579,286.55,84,100,0.45,US,1701925968
117,toamasina,-18.1667,49.3833,301.15,74,40,3.6,MG,1701925968
118,carutapera,-1.195,-46.02,299.41,85,65,3.24,BR,1701925968
119,college,64.8569,-147.8028,260.12,82,100,2.06,US,1701925968
120,abu zabad,12.35,29.25,292.37,23,60,5.41,SD,1701925969
121,hithadhoo,-0.6,73.0833,300.64,80,62,4.31,MV,1701925969
122,fort st. john,56.2499,-120.8529,268.1,93,4,1.5,CA,1701925969
123,biltine,14.5333,20.9167,293.0,16,19,3.57,TD,1701925970
124,fisterra,42.9049,-9.2629,287.6,95,100,17.14,ES,1701925970
125,namtsy,62.7161,129.6658,231.58,95,100,0.75,RU,1701925970
126,klyuchi,52.2667,79.1667,258.64,65,100,6.14,RU,1701925970
127,port elizabeth,-33.918,25.5701,294.32,79,36,2.63,ZA,1701925971
128,chonglong,29.7806,104.8522,290.48,58,2,1.13,CN,1701925971
129,dzuunharaa,48.8523,106.4579,274.91,78,100,3.14,MN,1701925971
130,senanga,-16.1167,23.2667,298.88,43,65,2.4,ZM,1701925971
131,curuan,7.2053,122.2331,302.94,70,98,2.88,PH,1701925972
132,micheweni,-4.9667,39.8333,301.51,76,57,3.05,TZ,1701925972
133,narwana,29.6167,76.1167,294.27,28,0,1.08,IN,1701925865
134,avarua,-21.2078,-159.775,298.18,83,75,7.2,CK,1701925972
135,nichinan,31.6,131.3667,289.39,41,0,3.83,JP,1701925973
136,al jawf,29.5,38.75,287.02,60,2,2.4,SA,1701925973
137,broken arrow,36.0526,-95.7908,284.75,58,0,7.72,US,1701925973
138,sinop,41.7711,34.8709,283.39,79,100,3.73,TR,1701925736
139,hasaki,35.7333,140.8333,293.31,45,0,13.78,JP,1701925974
140,songling,31.1933,120.7176,292.78,21,0,4.08,CN,1701925974
141,baran,25.1,76.5167,294.17,44,69,3.38,IN,1701925974
142,cuauhtemoc,28.4167,-106.8667,281.42,55,99,2.4,MX,1701925876
143,chake chake,-5.2459,39.7666,301.22,77,47,2.54,TZ,1701925975
144,namibe,-15.1961,12.1522,295.99,88,100,1.31,AO,1701925975
145,jamestown,42.097,-79.2353,273.92,98,75,3.09,US,1701925802
146,hinton,53.4001,-117.5857,271.54,97,100,0.81,CA,1701925975
147,mount isa,-20.7333,139.5,311.02,22,40,5.14,AU,1701925976
148,las tablas,7.7667,-80.2833,299.36,99,81,6.19,PA,1701925976
149,berber,18.0216,33.983,294.25,25,11,5.1,SD,1701925976
150,kapa'a,22.0752,-159.319,300.14,87,20,5.14,US,1701925977
151,yuzhno-kurilsk,44.0306,145.8556,280.58,84,100,10.74,RU,1701925977
152,massawa,15.6097,39.45,300.51,66,18,1.46,ER,1701925977
153,usinsk,65.9939,57.5281,242.08,99,93,1.79,RU,1701925977
154,vila franca do campo,37.7167,-25.4333,291.42,99,100,3.75,PT,1701925978
155,udachny,66.4167,112.4,248.22,99,100,0.64,RU,1701925853
156,tolanaro,-25.0319,46.9987,297.57,70,96,5.89,MG,1701925978
157,ponta delgada,37.7333,-25.6667,291.59,82,40,4.63,PT,1701925978
158,westport,41.1415,-73.3579,274.44,71,0,2.06,US,1701925978
159,fortuna,40.5982,-124.1573,283.34,94,75,0.45,US,1701925979
160,maxixe,-23.8597,35.3472,297.97,74,95,4.49,MZ,1701925979
161,ulsteinvik,62.3432,5.8487,275.55,73,84,1.79,NO,1701925979
162,akureyri,65.6835,-18.0878,262.08,88,6,2.75,IS,1701925980
163,uturoa,-16.7333,-151.4333,298.73,84,100,5.29,PF,1701925980
164,mon,26.75,95.1,296.02,52,97,1.5,IN,1701925980
165,abepura,-2.6333,140.5833,303.6,62,20,6.17,ID,1701925980
166,kyren,51.6828,102.1408,270.9,55,96,3.13,RU,1701925980
167,brisas de zicatela,15.8369,-97.0419,299.46,66,96,1.64,MX,1701925981
168,bilibino,68.0546,166.4372,241.43,100,100,1.44,RU,1701925981
169,saynshand,44.8824,110.1163,273.22,71,12,5.68,MN,1701925981
170,punta arenas,-53.15,-70.9167,280.21,81,0,9.26,CL,1701925982
171,brookings,44.3114,-96.7984,277.66,69,0,2.57,US,1701925864
172,suva,-18.1416,178.4415,301.86,74,75,3.09,FJ,1701925983
173,ilulissat,69.2167,-51.1,274.16,47,74,6.69,GL,1701925983
174,alice springs,-23.7,133.8833,310.9,22,40,6.17,AU,1701925793
175,gazojak,41.1875,61.4036,276.04,42,100,8.12,TM,1701925987
176,the pas,53.8251,-101.2541,268.52,92,96,2.04,CA,1701925988
177,horsham,51.064,-0.3272,281.24,94,75,3.09,GB,1701925988
178,sierra grande,-41.606,-65.3557,287.16,90,60,2.48,AR,1701925988
179,st. john's,47.5649,-52.7093,269.2,90,86,1.79,CA,1701925783
180,tari,12.4086,4.4914,293.21,17,31,4.41,NG,1701925993
181,altai,46.3722,96.2583,269.21,69,97,15.48,MN,1701925993
182,tura,25.5198,90.2201,291.98,84,100,0.41,IN,1701925772
183,stanley,54.868,-1.6985,276.91,86,75,3.09,GB,1701925999
184,tadine,-21.55,167.8833,297.74,65,100,7.53,NC,1701925999
185,dolbeau-mistassini,48.8763,-72.212,258.57,96,66,2.51,CA,1701925720
186,es castell,39.8795,4.2854,283.53,87,40,2.06,ES,1701926000
187,isafjordur,66.0755,-23.124,270.65,81,33,2.95,IS,1701926000
188,ponte de lima,41.7672,-8.5839,286.22,96,100,3.12,PT,1701926001
189,roses,42.262,3.1769,277.05,87,8,1.67,ES,1701926006
190,iskateley,67.6803,53.1512,257.63,97,100,3.5,RU,1701926008
191,kuanda,56.3161,116.0806,245.37,89,64,0.56,RU,1701926009
192,port lincoln,-34.7333,135.8667,294.63,53,100,3.06,AU,1701926009
193,susuman,62.7833,148.1667,229.25,96,93,0.45,RU,1701926009
194,moires,35.0532,24.8744,287.57,75,100,4.47,GR,1701926010
195,sola,-13.8833,167.55,300.49,82,89,7.39,VU,1701926010
196,kilindoni,-7.9139,39.6668,300.48,81,93,1.9,TZ,1701926011
197,mata-utu,-13.2816,-176.1745,301.68,78,94,6.03,WF,1701926011
198,esil,51.9556,66.4042,248.08,98,31,2.36,KZ,1701926011
199,chernyshevskiy,63.0128,112.4714,233.52,99,87,0.27,RU,1701926012
200,haslev,55.3235,11.9639,274.11,99,100,1.09,DK,1701926012
201,salinopolis,-0.6136,-47.3561,300.37,83,83,5.15,BR,1701925895
202,souillac,-20.5167,57.5167,300.0,75,41,4.07,MU,1701926013
203,howard springs,-12.497,131.047,308.14,65,34,2.88,AU,1701926013
204,benjamin constant,-4.3831,-70.0311,298.22,99,98,0.68,BR,1701926014
205,al qusayr,34.5091,36.5798,286.06,73,100,1.88,SY,1701926014
206,bogorodsk,56.1033,43.5158,256.79,100,44,1.17,RU,1701926014
207,gobo,33.8833,135.15,286.48,53,20,12.79,JP,1701926015
208,ascension,30.2169,-90.9001,279.83,91,0,0.0,US,1701926015
209,vilyuchinsk,52.9306,158.4028,268.3,78,2,1.54,RU,1701926016
210,arraial do cabo,-22.9661,-42.0278,296.82,92,36,10.63,BR,1701926016
211,wladyslawowo,54.7909,18.4009,270.9,88,100,5.1,PL,1701926016
212,jackson,42.4165,-122.8345,281.08,91,75,1.54,US,1701926017
213,kisanga,-7.4362,37.7034,299.54,81,96,0.12,TZ,1701926017
214,akonolinga,3.7667,12.25,292.79,98,76,0.49,CM,1701926018
215,saint-philippe,-21.3585,55.7679,300.92,74,32,3.26,RE,1701926018
216,el nido,11.1858,119.3956,302.37,74,84,4.61,PH,1701926018
217,kyzyl,51.7,94.45,262.6,97,88,1.34,RU,1701926019
218,salalah,17.0151,54.0924,299.2,44,0,5.66,OM,1701926019
219,burela de cabo,43.65,-7.4,285.16,83,100,8.02,ES,1701926020
220,kembe,4.6228,21.8865,294.96,95,100,0.41,CF,1701925883
221,nagqu,31.5,92.0,264.76,60,6,1.03,CN,1701926021
222,luderitz,-26.6481,15.1594,290.0,80,14,3.25,NA,1701926021
223,moyale,3.5167,39.0584,295.67,42,0,3.16,KE,1701926021
224,qamdo,31.1667,97.2333,270.37,28,35,0.48,CN,1701926022
225,san luis de la loma,17.2706,-100.8939,299.07,74,99,1.91,MX,1701926022
226,baotou,40.6522,109.8222,277.84,30,0,2.49,CN,1701926023
227,muskegon,43.3,-86.1334,279.07,80,100,8.23,US,1701926023
228,murzuq,25.9155,13.9184,287.87,29,28,3.55,LY,1701926024
229,khovd,48.0056,91.6419,272.36,24,19,11.75,MN,1701926024
230,vikhorevka,56.1201,101.1636,243.28,71,100,2.6,RU,1701926025
231,dul'durga,50.6761,113.5931,258.24,88,100,2.16,RU,1701926025
232,thinadhoo,0.5333,72.9333,300.9,77,100,2.4,MV,1701926025
233,vorgashor,67.5833,63.95,245.6,99,95,1.72,RU,1701926026
234,greenville,35.6127,-77.3663,276.24,75,0,0.0,US,1701926026
235,villa gesell,-37.2639,-56.973,288.74,94,100,7.07,AR,1701926026
236,walvis bay,-22.9575,14.5053,288.76,81,12,2.73,NA,1701926029
237,tofol,5.3248,163.0078,301.07,80,62,9.53,FM,1701926030
238,gadzhiyevo,69.2551,33.3362,258.16,97,66,5.38,RU,1701926030
239,labrador city,52.9463,-66.9114,260.1,85,100,0.0,CA,1701926030
240,happy valley-goose bay,53.3168,-60.3315,261.78,88,90,2.2,CA,1701925816
241,thunder bay,48.4001,-89.3168,270.7,90,70,2.55,CA,1701925783
242,sao felix do xingu,-6.6447,-51.995,297.53,75,15,0.31,BR,1701926031
243,east end,34.5507,-92.341,279.09,89,0,2.3,US,1701926031
244,flying fish cove,-10.4217,105.6791,301.97,74,40,4.63,CX,1701926031
245,dosso,13.049,3.1937,293.56,17,26,4.44,NE,1701926032
246,nakamura,32.9833,132.9333,286.96,47,2,4.83,JP,1701925787
247,grootfontein,-19.5667,18.1167,295.26,59,85,3.47,NA,1701926033
248,ancud,-41.8697,-73.8203,282.28,91,49,1.14,CL,1701926033
249,lazaro cardenas,17.9583,-102.2,297.18,81,64,1.98,MX,1701926031
250,conde,-7.2597,-34.9075,297.85,88,40,1.54,BR,1701926034
251,kudahuvadhoo,2.6708,72.8944,300.73,78,98,4.2,MV,1701926034
252,chortoq,41.0666,71.8553,276.12,32,72,1.72,UZ,1701926034
253,sao jose da coroa grande,-8.8978,-35.1478,297.79,84,20,3.23,BR,1701926034
254,glace bay,46.1969,-59.957,272.57,84,91,4.47,CA,1701926035
255,lihue,21.9789,-159.3672,299.73,84,20,5.14,US,1701926035
256,remire-montjoly,4.9167,-52.2667,300.17,89,75,2.57,GF,1701926035
257,mittagong,-34.45,150.45,298.11,23,94,3.44,AU,1701926035
258,yelizovo,53.1873,158.3805,268.23,60,20,2.0,RU,1701926036
259,isla del bosque,22.7333,-105.85,296.7,63,86,0.55,MX,1701926036
260,licata,37.1071,13.9461,285.31,71,41,4.56,IT,1701926036
261,kourou,5.1552,-52.6478,300.18,92,36,2.8,GF,1701926036
262,la passe,45.5549,-0.8967,277.03,78,100,6.6,FR,1701926037
263,andergrove,-21.0833,149.1833,304.62,60,3,7.71,AU,1701926037
264,pattoki,31.0167,73.85,294.03,21,0,1.75,PK,1701926037
265,coahuayana de hidalgo,18.7,-103.6583,297.01,80,69,2.16,MX,1701926038
266,margate,51.3813,1.3862,279.32,85,100,4.92,GB,1701925979
267,yerofey pavlovich,53.9667,121.9667,250.33,67,63,1.22,RU,1701926038
268,bikenibeu village,1.3673,173.1241,300.93,81,99,6.08,KI,1701926038
269,zhanibek,49.4167,46.85,268.24,86,100,5.58,KZ,1701926039
270,tiwi,13.4667,123.6167,300.13,64,76,2.67,PH,1701926039
271,tsiombe,-25.3,45.4833,298.98,54,82,8.49,MG,1701926039
272,al ghayzah,16.2079,52.176,298.15,55,5,3.02,YE,1701926040
273,bonnyville,54.2668,-110.735,272.77,77,92,1.22,CA,1701926040
274,keyser,39.4409,-78.9739,275.51,75,37,0.89,US,1701926040
275,idri,27.5,13.2667,286.47,28,0,4.9,LY,1701926040
276,olavarria,-36.8927,-60.3225,287.51,97,47,2.26,AR,1701925896
277,badger,64.8,-147.5333,260.08,84,100,2.06,US,1701926041
278,keflavik,64.0049,-22.5624,276.1,64,0,9.26,IS,1701926041
279,kalevala,65.2,31.1667,250.42,100,100,0.89,RU,1701926042
280,eyl,7.9803,49.8164,298.93,50,77,9.08,SO,1701926042
281,mil'kovo,55.6078,37.7956,262.42,100,100,1.36,RU,1701926042
282,pimentel,-6.8367,-79.9342,293.31,88,0,7.2,PE,1701926043
283,fort bragg,35.139,-79.006,277.49,63,0,3.09,US,1701926043
284,tommot,58.9564,126.2925,241.76,91,100,1.86,RU,1701926044
285,beau vallon,-20.4189,57.6953,301.6,83,75,1.54,MU,1701926044
286,portland,45.5234,-122.6762,282.64,96,99,3.58,US,1701925447
287,dhidhdhoo,6.8833,73.1,301.13,79,99,3.54,MV,1701926045
288,cukai,4.25,103.4167,302.54,69,100,4.48,MY,1701925820
289,valencia,39.3333,-0.8333,281.71,77,76,3.48,ES,1701925949
290,puerto gaitan,4.3133,-72.0816,300.6,59,100,1.59,CO,1701926046
291,podporozh'ye,60.9112,34.1706,256.38,99,99,0.75,RU,1701926047
292,labytnangi,66.6572,66.4183,244.14,97,88,1.74,RU,1701926047
293,mahina,-17.5065,-149.489,298.01,94,75,9.26,PF,1701926048
294,makarska,43.2969,17.0178,280.34,69,32,5.1,HR,1701926048
295,bel ombre,-4.6167,55.4167,303.06,66,40,3.09,SC,1701926049
296,erdenet,49.0333,104.0833,274.14,55,54,8.73,MN,1701926049
297,ballina,-28.8667,153.5667,303.58,63,0,5.35,AU,1701926049
298,jutai,-5.1833,-68.9,295.3,99,99,0.51,BR,1701926050
299,san antonio de pale,-1.4014,5.6325,299.32,83,96,4.77,GQ,1701926050
300,tumbes,-3.5667,-80.4414,296.97,82,100,1.19,PE,1701926051
301,samtse,26.899,89.0995,296.73,49,98,2.63,BT,1701926052
302,iquitos,-3.7481,-73.2472,297.17,94,100,1.54,PE,1701926052
303,ankang,32.68,109.0172,288.58,40,0,1.37,CN,1701926052
304,gimbi,9.1667,35.8333,288.55,71,2,0.27,ET,1701926053
305,rauma,61.1272,21.5113,267.17,96,100,3.75,FI,1701926053
306,nizhneudinsk,54.9076,99.0276,253.75,91,100,4.51,RU,1701925795
307,nadvoitsy,63.8667,34.3167,252.39,99,95,1.06,RU,1701926054
308,berezovyy,51.6667,135.7,264.93,80,100,0.33,RU,1701926054
309,camocim,-2.9022,-40.8411,299.54,83,88,6.15,BR,1701926055
310,maragogi,-9.0122,-35.2225,297.58,85,16,3.06,BR,1701925961
311,valparaiso,-33.0393,-71.6273,285.95,100,75,0.0,CL,1701926055
312,christchurch,-43.5333,172.6333,289.44,58,75,9.77,NZ,1701925857
313,dalby,-27.1833,151.2667,310.9,17,0,7.36,AU,1701925848
314,ust'-ilimsk,58.0006,102.6619,236.73,91,19,1.79,RU,1701925855
315,ta`u,-14.2336,-169.5144,300.47,84,59,5.39,AS,1701926057
316,palmas,-10.2128,-48.3603,299.08,83,0,1.54,BR,1701925832
317,khlevnoye,52.1951,39.0932,266.16,96,91,3.3,RU,1701926058
318,hami,42.8,93.45,277.12,35,85,1.7,CN,1701926058
319,coron,11.9986,120.2043,302.92,69,72,4.67,PH,1701926058
320,nar'yan-mar,67.6713,53.087,257.84,97,100,3.59,RU,1701926059
321,san andres,12.5847,-81.7006,302.16,74,20,5.66,CO,1701926059
322,farafangana,-22.8167,47.8333,297.54,75,100,3.38,MG,1701926060
323,chico,39.7285,-121.8375,286.09,92,39,0.45,US,1701926060
324,maindargi,17.4667,76.3,298.22,60,74,1.51,IN,1701926060
325,lethem,3.3803,-59.7968,298.24,81,99,2.85,GY,1701926061
326,nguigmi,14.2495,13.1092,292.44,27,6,5.42,NE,1701926061
327,dakhla,23.6848,-15.958,293.29,65,100,6.22,EH,1701926062
328,sabha,27.0377,14.4283,287.59,34,2,4.51,LY,1701926062
329,benguela,-12.5763,13.4055,298.39,88,100,1.68,AO,1701926063
330,kolonia town,6.964,158.206,301.4,78,100,10.28,FM,1701926063
331,san sebastian de la gomera,28.0916,-17.1133,294.35,77,0,1.03,ES,1701926063
332,baiyin,36.5583,104.2081,281.84,17,0,5.22,CN,1701926064
333,port pirie,-33.1833,138.0167,305.07,34,98,5.86,AU,1701926064
334,simanggang,1.2472,111.4528,296.89,97,100,1.11,MY,1701925810
335,machali,-34.1833,-70.6667,291.33,36,0,1.03,CL,1701925914
336,severo-yeniseyskiy,60.3725,93.0408,240.69,87,39,0.45,RU,1701926065
337,nuku'alofa,-21.1333,-175.2,299.54,73,15,2.63,TO,1701926065
338,road town,18.4167,-64.6167,300.2,75,4,3.59,VG,1701926026
339,san julian,21.0167,-102.1667,284.66,88,99,1.53,MX,1701926066
340,fort-shevchenko,44.5086,50.263,275.14,66,100,11.5,KZ,1701926067
341,vavoua,7.3819,-6.4778,293.99,90,1,1.55,CI,1701926067
342,bayganin,48.6947,55.8742,266.85,62,100,3.56,KZ,1701926067
343,imbituba,-28.24,-48.6703,299.74,96,100,1.78,BR,1701926068
344,port macquarie,-31.4333,152.9167,299.76,68,8,4.28,AU,1701926068
345,sinjai,-5.1241,120.253,299.75,87,100,3.54,ID,1701926068
346,vadso,70.0744,29.7487,263.24,79,40,7.2,NO,1701926069
347,saoner,21.3833,78.9,294.07,81,100,2.52,IN,1701926069
348,quatre cocos,-20.2078,57.7625,301.53,75,48,4.71,MU,1701926070
349,dabakala,8.3667,-4.4333,295.71,47,5,1.4,CI,1701926070
350,mari-turek,56.7895,49.6235,242.64,100,55,1.52,RU,1701926070
351,dikhil,11.5,42.1667,294.95,62,34,5.52,DJ,1701926071
352,fada,9.5667,8.3,292.82,19,29,2.75,NG,1701926071
353,galle,6.0367,80.217,301.78,74,17,1.4,LK,1701926071
354,soure,-0.7167,-48.5233,299.19,88,89,4.08,BR,1701926072
355,argo,37.6333,22.7333,284.7,77,100,1.58,GR,1701926072
356,llallagua,-18.4167,-66.6333,281.07,72,100,1.98,BO,1701926073
357,selkirk,50.1436,-96.8845,275.47,82,45,0.45,CA,1701926073
358,nahiyat ash shinafiyah,31.5874,44.6602,292.17,36,55,1.1,IQ,1701926073
359,hunt valley,39.4998,-76.6411,275.46,67,6,0.45,US,1701926074
360,ghat,24.9647,10.1728,289.11,19,2,2.67,LY,1701926074
361,godfrey,38.9556,-90.1868,278.61,81,0,3.6,US,1701926074
362,cockburn town,21.4612,-71.1419,299.78,75,19,4.94,TC,1701925782
363,chonchi,-42.6128,-73.8092,281.71,93,32,1.28,CL,1701926075
364,weno,7.4515,151.8468,299.12,100,100,2.57,FM,1701926075
365,tostado,-29.232,-61.7692,292.58,85,94,3.01,AR,1701926076
366,richards bay,-28.783,32.0377,293.14,90,100,1.98,ZA,1701926077
